127.0.0.1 - - [20/Nov/2024:09:24:46 +0900] "GET / HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:45:16 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:45:16 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6653
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:45:16 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:45:16 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:45:17 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:45:19 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:45:19 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:45:20 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:45:20 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:02 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6696
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:02 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:03 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6696
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:03 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:03 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:35 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:35 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6681
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:35 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:35 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6681
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:35 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:35 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:35 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6681
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:35 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:35 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:35 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6681
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:35 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:35 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:35 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6681
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:35 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:35 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6681
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:35 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:35 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:36 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6681
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:36 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:36 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:36 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6681
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:36 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:36 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:36 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6681
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:36 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:36 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:46:42 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:15 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6679
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:15 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:15 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:15 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6679
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:15 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:15 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:15 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6679
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:15 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:15 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:15 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6679
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:15 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:15 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:16 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6679
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:16 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:16 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:16 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6679
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:16 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:16 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:16 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6679
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:16 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:16 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:16 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6679
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:16 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:16 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:16 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6679
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:16 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:16 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:16 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6679
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:16 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:16 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:17 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6679
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:17 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:17 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:17 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6679
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:17 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:17 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:17 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6679
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:17 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:17 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:17 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6679
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:17 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:17 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:17 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6679
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:17 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:17 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:39 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6648
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:39 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:39 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:39 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6648
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:39 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:39 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:39 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6648
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:39 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:39 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:39 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6648
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:39 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:39 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:40 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6648
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:40 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:40 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:40 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6648
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:40 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:40 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:40 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6648
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:40 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:40 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:40 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6648
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:40 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:40 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:40 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6648
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:40 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:40 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:40 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6648
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:40 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:40 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:41 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6648
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:41 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:47:41 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:49:42 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6697
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:49:42 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:49:42 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:49:42 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6697
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:49:42 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:49:42 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:49:44 +0900] "GET /StudyJavascript/js12_1114_final/check_id.html HTTP/1.1" 200 159
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:51:42 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6799
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:51:42 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:51:42 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:51:42 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6799
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:51:42 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:51:42 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:51:42 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6799
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:51:42 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:51:42 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:51:59 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6797
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:51:59 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:51:59 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:51:59 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6797
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:51:59 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:51:59 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:51:59 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6797
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:51:59 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:51:59 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:53:37 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6932
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:53:37 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:53:37 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:53:38 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6932
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:53:38 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:53:38 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:53:38 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6932
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:53:38 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:53:38 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:53:38 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6932
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:53:38 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:53:38 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:53:38 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6932
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:53:38 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:53:38 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:53:38 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6932
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:53:38 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:53:38 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:27 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6932
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:27 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:27 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:27 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6932
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:27 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:27 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:28 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6932
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:28 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:28 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:28 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6932
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:28 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:28 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:29 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6932
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:29 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:29 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:29 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6932
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:29 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:29 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:29 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6932
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:29 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
